Player,Team,Cap Number,Cash Spent,Year,Pos
Desmond Trufant,Falcons,"$13,900,000","$9,500,000",2019,CB
Xavier Rhodes,Vikings,"$13,337,500","$11,000,000",2019,CB
Malcolm Butler,Titans,"$13,100,000","$10,881,250",2019,CB
Trumaine Johnson,Jets,"$12,000,000","$8,000,000",2019,CB
Chris Harris Jr.,Broncos,"$11,916,668","$12,050,000",2019,CB
Dre Kirkpatrick,Bengals,"$10,953,125","$9,443,750",2019,CB
Logan Ryan,Titans,"$10,666,668","$10,000,000",2019,CB
Xavien Howard,Dolphins,"$10,349,830","$15,285,641",2019,CB
Casey Hayward,Chargers,"$10,000,000","$8,000,000",2019,CB
Bradley Roby,Texans,"$9,968,750","$9,812,500",2019,CB
Richard Sherman,49ers,"$9,925,000","$11,925,000",2019,CB
Prince Amukamara,Bears,"$9,500,000","$8,500,000",2019,CB
Stephon Gilmore,Patriots,"$9,170,833","$10,000,000",2019,CB
Trae Waynes,Vikings,"$9,069,000","$9,069,000",2019,CB
Kenny Moore,Colts,"$9,000,000","$9,000,000",2019,CB
Pierre Desir,Colts,"$9,000,000","$9,350,000",2019,CB
T.J. Carrie,Browns,"$8,900,000","$8,000,000",2019,CB
Joe Haden,Steelers,"$8,716,668","$18,000,000",2019,CB
Patrick Peterson,Cardinals,"$8,002,235","$7,117,647",2019,CB
D.J. Hayden,Jaguars,"$7,416,666","$5,950,000",2019,CB
Marcus Peters,Ravens,"$7,382,059","$13,382,059",2019,CB
Brandon Carr,Ravens,"$7,000,000","$6,000,000",2019,CB
Denzel Ward,Browns,"$6,628,490","$1,805,698",2019,CB
Tramon Williams,Packers,"$6,375,000","$4,750,000",2019,CB
Byron Jones,Cowboys,"$6,266,000","$6,266,000",2019,CB
Nickell Robey-Coleman,Rams,"$6,050,000","$5,550,000",2019,CB
Robert Alford,Cardinals,"$6,000,000","$9,000,000",2019,CB
Johnathan Joseph,Texans,"$5,937,500","$5,937,500",2019,CB
Patrick Robinson,Saints,"$5,350,000","$4,100,000",2019,CB
Darryl Roberts,Jets,"$4,500,000","$4,500,000",2019,CB
Darqueze Dennard,Bengals,"$4,453,125","$4,500,000",2019,CB
Jason McCourty,Patriots,"$4,250,000","$5,887,500",2019,CB
Bryce Callahan,Broncos,"$4,239,583","$6,500,000",2019,CB
Aqib Talib,Dolphins,"$4,235,294","$4,235,294",2019,CB
Marshon Lattimore,Saints,"$4,189,019","$1,861,340",2019,CB
Quinton Dunbar,Commanders,"$4,171,875","$3,171,875",2019,CB
Steven Nelson,Steelers,"$4,000,000","$9,000,000",2019,CB
Ross Cockrell,Panthers,"$3,800,000","$2,800,000",2019,CB
Tavon Young,Ravens,"$3,651,282","$11,000,000",2019,CB
Brian Poole,Jets,"$3,500,000","$3,000,000",2019,CB
Terrance Mitchell,Browns,"$3,466,666","$3,000,000",2019,CB
Marlon Humphrey,Ravens,"$3,231,131","$1,542,044",2019,CB
Morris Claiborne,Chiefs,"$3,204,007","$1,578,382",2019,CB
Daryl Worley,Raiders,"$3,095,000","$3,095,000",2019,CB
William Jackson III,Bengals,"$3,088,159","$1,773,497",2019,CB
Adoree' Jackson,Titans,"$3,077,185","$1,490,728",2019,CB
Ronald Darby,Eagles,"$3,075,000","$5,875,000",2019,CB
Artie Burns,Steelers,"$3,051,677","$1,757,862",2019,CB
B.W. Webb,Bengals,"$3,000,000","$3,984,375",2019,CB
Justin Coleman,Lions,"$2,884,000","$11,000,000",2019,CB
Nevin Lawson,Raiders,"$2,814,706","$1,614,706",2019,CB
Tre'Davious White,Bills,"$2,752,187","$1,382,396",2019,CB
Jaire Alexander,Packers,"$2,738,803","$1,027,761",2019,CB
Jonathan Jones,Patriots,"$2,738,750","$8,795,000",2019,CB
Kevin Johnson,Bills,"$2,718,750","$3,000,000",2019,CB
K'Waun Williams,49ers,"$2,568,750","$1,850,000",2019,CB
Eli Apple,Saints,"$2,516,226","$2,516,226",2019,CB
Jalen Ramsey,Rams,"$2,351,559","$2,351,559",2019,CB
Mike Hughes,Vikings,"$2,242,610","$928,522",2019,CB
P.J. Williams,Saints,"$2,150,000","$2,150,000",2019,CB
Rashaan Melvin,Lions,"$2,131,250","$2,150,000",2019,CB
Buster Skrine,Bears,"$2,100,000","$6,500,000",2019,CB
Jason Verrett,49ers,"$2,062,500","$2,062,500",2019,CB
Anthony Brown,Cowboys,"$2,058,737","$2,025,000",2019,CB
Jalen Mills,Eagles,"$2,044,214","$2,025,000",2019,CB
Kendall Fuller,Chiefs,"$2,025,000","$2,025,000",2019,CB
Bashaud Breeland,Chiefs,"$2,000,000","$2,000,000",2019,CB
Sherrick McManis,Bears,"$1,993,750","$1,668,750",2019,CB
Kevin King,Packers,"$1,931,141","$1,108,714",2019,CB
Deandre Baker,Giants,"$1,913,766","$6,170,064",2019,CB
Troy Hill,Rams,"$1,775,525","$1,775,525",2019,CB
Ryan Smith,Buccaneers,"$1,696,569","$1,548,529",2019,CB
Sidney Jones,Eagles,"$1,674,564","$1,023,188",2019,CB
Quincy Wilson,Colts,"$1,572,617","$989,206",2019,CB
Byron Murphy,Cardinals,"$1,452,636","$4,325,544",2019,CB
Rock Ya-Sin,Colts,"$1,439,355","$4,272,420",2019,CB
Josh Jackson,Packers,"$1,421,841","$764,368",2019,CB
Mackensie Alexander,Vikings,"$1,373,370","$1,038,588",2019,CB
Sean Murphy-Bunting,Buccaneers,"$1,341,090","$3,879,360",2019,CB
Trayvon Mullen,Raiders,"$1,319,845","$3,794,380",2019,CB
James Bradberry,Panthers,"$1,260,266","$990,114",2019,CB
Joejuan Williams,Patriots,"$1,204,846","$3,334,384",2019,CB
Janoris Jenkins,Saints,"$1,194,118","$1,194,118",2019,CB
Greedy Williams,Browns,"$1,174,305","$3,212,220",2019,CB
Chidobe Awuzie,Cowboys,"$1,168,249","$854,416",2019,CB
Donte Jackson,Panthers,"$1,093,756","$698,751",2019,CB
Ahkello Witherspoon,49ers,"$1,058,768","$815,375",2019,CB
Isaiah Oliver,Falcons,"$1,053,784","$690,757",2019,CB
Tye Smith,Titans,"$1,050,000","$1,050,000",2019,CB
Antonio Hamilton,Giants,"$1,000,000","$1,000,000",2019,CB
Neiko Thorpe,Seahawks,"$1,000,000","$1,000,000",2019,CB
Carlton Davis,Buccaneers,"$998,435","$679,687",2019,CB
Vernon Hargreaves,Texans,"$981,366","$981,366",2019,CB
Sam Beal,Giants,"$927,794","$665,559",2019,CB
Brandon Williams,Cardinals,"$908,674","$740,500",2019,CB
Chris Milton,Titans,"$900,000","$900,000",2019,CB
Fabian Moreau,Commanders,"$890,348","$684,000",2019,CB
Shaquill Griffin,Seahawks,"$869,655","$680,000",2019,CB
Jourdan Lewis,Cowboys,"$863,357","$675,000",2019,CB
Cameron Sutton,Steelers,"$861,432","$677,400",2019,CB
Cordrea Tankersley,Dolphins,"$849,572","$673,000",2019,CB
Rasul Douglas,Eagles,"$846,572","$670,000",2019,CB
Gareon Conley,Texans,"$833,298","$833,298",2019,CB
Cre'Von LeBlanc,Eagles,"$795,000","$870,000",2019,CB
Keith Reaser,Chiefs,"$795,000","$795,000",2019,CB
Isaac Yiadom,Broncos,"$794,129","$603,750",2019,CB
LeShaun Sims,Titans,"$779,546","$720,000",2019,CB
Aaron Colvin,Commanders,"$757,647","$757,647",2019,CB
David Long,Rams,"$738,265","$1,468,060",2019,CB
Anthony Averett,Ravens,"$735,250","$570,000",2019,CB
Blidi Wreh-Wilson,Falcons,"$735,000","$895,000",2019,CB
Taron Johnson,Bills,"$731,517","$570,000",2019,CB
Avonte Maddox,Eagles,"$726,478","$570,000",2019,CB
Justin Layne,Steelers,"$725,545","$1,417,180",2019,CB
Javien Elliott,Panthers,"$720,000","$720,000",2019,CB
C.J. Goodwin,Cowboys,"$720,000","$720,000",2019,CB
Kalan Reed,Seahawks,"$720,000","$720,000",2019,CB
Desmond King,Chargers,"$715,000","$645,000",2019,CB
Jamal Agnew,Lions,"$709,594","$645,000",2019,CB
Jamel Dean,Buccaneers,"$706,713","$1,341,852",2019,CB
Duke Dawson,Broncos,"$695,676","$695,676",2019,CB
"Chauncey Gardner-Johnson, Jr.",Saints,"$691,775","$1,282,100",2019,CB
Kendall Sheffield,Falcons,"$684,922","$1,254,688",2019,CB
Ugochukwu Amadi,Seahawks,"$656,299","$1,140,196",2019,CB
Tony McRae,Bengals,"$645,000","$645,000",2019,CB
Mike Hilton,Steelers,"$645,000","$645,000",2019,CB
Josh Robinson,Jaguars,"$645,000","$930,000",2019,CB
Nate Hairston,Jets,"$645,000","$645,000",2019,CB
Tre Flowers,Seahawks,"$644,681","$570,000",2019,CB
Dane Cruikshank,Titans,"$641,973","$570,000",2019,CB
Siran Neal,Bills,"$641,505","$570,000",2019,CB
Isaiah Johnson,Raiders,"$598,632","$1,095,351",2019,CB
Iman Marshall,Ravens,"$595,119","$1,101,948",2019,CB
Marvell Tell III,Colts,"$577,041","$823,164",2019,CB
Amani Oruwariye,Lions,"$575,834","$818,336",2019,CB
Kevin Toliver II,Bears,"$575,000","$570,000",2019,CB
J.C. Jackson,Patriots,"$573,333","$570,000",2019,CB
Brandon Facyson,Chargers,"$573,333","$570,000",2019,CB
Tre Herndon,Jaguars,"$571,666","$570,000",2019,CB
A.J. Moore,Texans,"$570,000","$570,000",2019,CB
Tavierre Thomas,Browns,"$570,000","$570,000",2019,CB
Levi Wallace,Bills,"$570,000","$570,000",2019,CB
Grant Haley,Giants,"$570,000","$570,000",2019,CB
Keion Crossen,Texans,"$570,000","$570,000",2019,CB
Kevin Peterson,Cardinals,"$570,000","$570,000",2019,CB
Darious Williams,Rams,"$570,000","$570,000",2019,CB
Dee Virgin,Lions,"$570,000","$570,000",2019,CB
Mike Ford,Lions,"$570,000","$570,000",2019,CB
Charvarius Ward,Chiefs,"$570,000","$570,000",2019,CB
Chandon Sullivan,Packers,"$570,000","$570,000",2019,CB
Davontae Harris,Broncos,"$570,000","$570,000",2019,CB
Michael Davis,Chargers,"$569,118","$569,118",2019,CB
Justin Bethel,Patriots,"$547,059","$547,059",2019,CB
Johnson Bademosi,Saints,"$547,059","$547,059",2019,CB
Corey Ballentine,Giants,"$541,398","$680,592",2019,CB
Ka'dar Hollman,Packers,"$538,737","$669,948",2019,CB
Rashad Fenton,Chiefs,"$533,205","$647,820",2019,CB
Torry McTyer,Bengals,"$531,176","$531,176",2019,CB
Darius Phillips,Bengals,"$530,683","$476,294",2019,CB
Duke Shelley,Bears,"$526,960","$622,840",2019,CB
Jordan Miller,Falcons,"$524,603","$700,766",2019,CB
Kris Boyd,Vikings,"$522,419","$604,676",2019,CB
Danny Johnson,Commanders,"$510,862","$507,529",2019,CB
Jimmy Moreland,Commanders,"$505,708","$579,127",2019,CB
Keisean Nixon,Raiders,"$500,000","$510,000",2019,CB
Roderic Teamer,Chargers,"$495,666","$497,000",2019,CB
Jamal Perry,Dolphins,"$495,000","$495,000",2019,CB
Emmanuel Moseley,49ers,"$495,000","$495,000",2019,CB
De'Vante Bausby,Broncos,"$487,706","$487,706",2019,CB
Dominique Rodgers-Cromartie,Commanders,"$480,882","$627,647",2019,CB
Ken Webster,Dolphins,"$474,353","$474,353",2019,CB
Blessuan Austin,Jets,"$473,802","$596,031",2019,CB
Craig James,Eagles,"$469,412","$469,412",2019,CB
Phillip Gaines,Texans,"$467,647","$562,353",2019,CB
Greg Stroman,Commanders,"$422,356","$403,412",2019,CB
Tim Harris,49ers,"$417,577","$536,308",2019,CB
Robert Jackson,Browns,"$409,236","$409,236",2019,CB
Makinton Dorleant,Raiders,"$393,000","$393,000",2019,CB
Chris Westry,Cowboys,"$381,333","$388,000",2019,CB
D'Angelo Ross,Patriots,"$378,833","$380,500",2019,CB
Simeon Thomas,Commanders,"$378,529","$378,529",2019,CB
Jeremy Boykins,Seahawks,"$378,000","$378,000",2019,CB
Fish Smithson,Ravens,"$378,000","$378,000",2019,CB
Horace Richardson,Broncos,"$378,000","$378,000",2019,CB
Joshua Simmons,Bears,"$378,000","$378,000",2019,CB
D.J. Killings,Raiders,"$378,000","$378,000",2019,CB
Ryan Lewis,Dolphins,"$368,824","$368,824",2019,CB
Nik Needham,Dolphins,"$349,412","$349,412",2019,CB
Greg Mabin,Bengals,"$341,471","$341,471",2019,CB
Arthur Maulet,Jets,"$341,471","$341,471",2019,CB
Maurice Canady,Jets,"$338,824","$338,824",2019,CB
Cornell Armstrong,Texans,"$335,294","$335,294",2019,CB
Holton Hill,Vikings,"$306,765","$301,765",2019,CB
Dylan Mabin,Raiders,"$285,468","$285,468",2019,CB
Chris Jones,Cardinals,"$268,235","$268,235",2019,CB
Donte Deayon,Rams,"$265,588","$265,588",2019,CB
Michael Jackson Sr.,Lions,"$262,059","$262,059",2019,CB
Tramaine Brock,Titans,"$260,294","$260,294",2019,CB
Corn Elder,Panthers,"$234,706","$234,706",2019,CB
Cole Luke,Panthers,"$232,941","$232,941",2019,CB
Mazzi Wilkins,Buccaneers,"$203,824","$203,824",2019,CB
Deante Burton,Cowboys,"$201,176","$201,176",2019,CB
Kyron Brown,Jets,"$183,177","$183,177",2019,CB
Cyrus Jones,Broncos,"$175,830","$175,830",2019,CB
Shakial Taylor,Broncos,"$145,588","$145,588",2019,CB
Rico Gafford,Raiders,"$145,588","$145,588",2019,CB
Cameron Lewis,Bills,"$136,000","$136,000",2019,CB
Stephen Denmark,Bears,"$136,000","$136,000",2019,CB
Parry Nickerson,Jaguars,"$134,118","$134,118",2019,CB
Jalen Davis,Cardinals,"$134,118","$134,118",2019,CB
Terrell Bonds,Ravens,"$128,000","$128,000",2019,CB
Mark Fields,Vikings,"$120,000","$120,000",2019,CB
Donnie Lewis Jr.,Browns,"$120,000","$120,000",2019,CB
Bennett Jackson,Jets,"$116,471","$116,471",2019,CB
Alex Brown,Chiefs,"$116,471","$116,471",2019,CB
Linden Stephens,Dolphins,"$116,471","$116,471",2019,CB
Jamar Taylor,Falcons,"$113,824","$142,059",2019,CB
Dontae Johnson,49ers,"$113,824","$142,059",2019,CB
Alexander Myres,Steelers,"$112,000","$112,000",2019,CB
Coty Sensabaugh,Commanders,"$109,412","$109,412",2019,CB
Nate Meadors,Vikings,"$104,000","$104,000",2019,CB
Teez Tabor,49ers,"$104,000","$104,000",2019,CB
Kayvon Webster,Commanders,"$94,706","$94,706",2019,CB
Nick Nelson,Raiders,"$90,176","$90,176",2019,CB
Denzel Rice,Ravens,"$88,000","$88,000",2019,CB
Nate Brooks,Dolphins,"$87,353","$87,353",2019,CB
Tae Hayes,Dolphins,"$87,353","$87,353",2019,CB
Montre Hartage,Dolphins,"$87,353","$87,353",2019,CB
D.J. White,Cowboys,"$72,000","$72,000",2019,CB
Anthony Chesley,Texans,"$72,000","$72,000",2019,CB
Michael Joseph,Bears,"$70,735","$83,235",2019,CB
Alijah Holder,Broncos,"$58,235","$58,235",2019,CB
Andre Chachere,Cardinals,"$58,235","$58,235",2019,CB
Sojourn Shelton,Cardinals,"$56,000","$56,000",2019,CB
Adonis Alexander,Rams,"$56,000","$56,000",2019,CB
Chris Lammons,Chiefs,"$54,000","$54,000",2019,CB
Derrick Baity,Giants,"$48,000","$48,000",2019,CB
Tremon Smith,Eagles,"$48,000","$48,000",2019,CB
Picasso Nelson,Colts,"$40,000","$40,000",2019,CB
Jackson Porter,Colts,"$40,000","$40,000",2019,CB
Kenneth Durden,Titans,"$40,000","$40,000",2019,CB
Breon Borders,Commanders,"$33,529","$33,529",2019,CB
Dee Delaney,Commanders,"$33,529","$33,529",2019,CB
Jordan Brown,Raiders,"$32,000","$32,000",2019,CB
Brian Allen,Seahawks,"$32,000","$32,000",2019,CB
Donovan Olumba,Cowboys,"$29,118","$29,118",2019,CB
Tevaughn Campbell,Chargers,"$24,000","$24,000",2019,CB
Jermaine Kelly,49ers,"$24,000","$24,000",2019,CB
Rashard Causey,Dolphins,"$24,000","$24,000",2019,CB
Xavier Crawford,Bears,"$24,000","$24,000",2019,CB
Jayson Stanley,Jaguars,"$16,000","$16,000",2019,CB
Kareem Orr,Titans,"$16,000","$16,000",2019,CB
Duke Thomas,Cardinals,"$16,000","$16,000",2019,CB
Dominique Hatfield,Panthers,"$16,000","$16,000",2019,CB
Herb Miller,Buccaneers,"$16,000","$16,000",2019,CB
Marcus Sherels,Vikings,$0,$0,2019,CB
Nate Meadors,Vikings,$0,$0,2019,CB
Tony Brown,Bengals,$0,$0,2019,CB
Stephon Gilmore,Patriots,"$23,920,833","$14,718,750",2020,CB
Byron Jones,Dolphins,"$17,600,000","$26,000,000",2020,CB
Marcus Peters,Ravens,"$15,000,000","$13,000,000",2020,CB
Richard Sherman,49ers,"$13,987,500","$10,050,000",2020,CB
Malcolm Butler,Titans,"$13,600,000","$11,600,000",2020,CB
Xavien Howard,Dolphins,"$13,325,000","$11,925,000",2020,CB
Patrick Peterson,Cardinals,"$13,184,589","$12,550,000",2020,CB
Tre'Davious White,Bills,"$11,719,791","$18,750,000",2020,CB
Kyle Fuller,Bears,"$11,500,000","$13,000,000",2020,CB
Casey Hayward,Chargers,"$10,750,000","$8,750,000",2020,CB
A.J. Bouye,Broncos,"$10,378,676","$10,378,676",2020,CB
James Bradberry,Giants,"$10,000,000","$16,250,000",2020,CB
Trae Waynes,Bengals,"$10,000,000","$20,000,000",2020,CB
Joe Haden,Steelers,"$9,625,000","$7,000,000",2020,CB
William Jackson III,Bengals,"$9,594,000","$9,594,000",2020,CB
Justin Coleman,Lions,"$9,029,000","$7,000,000",2020,CB
Denzel Ward,Browns,"$8,044,188","$3,221,396",2020,CB
Bradley Roby,Texans,"$7,988,971","$9,988,971",2020,CB
Marlon Humphrey,Ravens,"$7,769,653","$22,080,566",2020,CB
D.J. Hayden,Jaguars,"$7,666,668","$6,000,000",2020,CB
Robert Alford,Cardinals,"$7,500,000","$5,950,000",2020,CB
Desmond Trufant,Lions,"$7,281,250","$9,687,500",2020,CB
Steven Nelson,Steelers,"$7,080,000","$8,250,000",2020,CB
Chris Harris Jr.,Chargers,"$6,500,000","$9,500,000",2020,CB
Tavon Young,Ravens,"$6,324,000","$5,500,000",2020,CB
Bryce Callahan,Broncos,"$6,239,583","$7,000,000",2020,CB
Jalen Ramsey,Rams,"$6,203,000","$26,203,000",2020,CB
Jeff Okudah,Lions,"$6,096,095","$22,554,380",2020,CB
Buster Skrine,Bears,"$6,037,500","$5,000,000",2020,CB
Jonathan Jones,Patriots,"$5,968,750","$4,000,000",2020,CB
Kenny Moore,Colts,"$5,921,875","$6,750,000",2020,CB
Josh Norman,Bills,"$5,875,000","$5,562,500",2020,CB
Jason McCourty,Patriots,"$5,550,000","$4,000,000",2020,CB
Brian Poole,Jets,"$4,937,500","$5,000,000",2020,CB
Marshon Lattimore,Saints,"$4,887,189","$2,559,510",2020,CB
Troy Hill,Rams,"$4,443,750","$3,975,000",2020,CB
Darius Slay,Eagles,"$4,300,000","$14,050,000",2020,CB
Jimmy Smith,Ravens,"$4,250,000","$4,500,000",2020,CB
Kendall Fuller,Commanders,"$4,125,000","$13,500,000",2020,CB
Janoris Jenkins,Saints,"$4,050,000","$10,050,000",2020,CB
Mackensie Alexander,Bengals,"$3,953,125","$4,000,000",2020,CB
C.J. Henderson,Jaguars,"$3,730,216","$13,090,864",2020,CB
Terrance Mitchell,Browns,"$3,666,668","$3,000,000",2020,CB
Adoree' Jackson,Titans,"$3,590,049","$2,003,592",2020,CB
Kevin Johnson,Browns,"$3,500,000","$3,312,500",2020,CB
Quinton Dunbar,Seahawks,"$3,421,875","$3,343,750",2020,CB
Patrick Robinson,Saints,"$3,350,000","$2,100,000",2020,CB
Jaire Alexander,Packers,"$3,286,564","$1,575,522",2020,CB
Mike Hilton,Steelers,"$3,259,000","$3,259,000",2020,CB
Michael Davis,Chargers,"$3,259,000","$3,259,000",2020,CB
Xavier Rhodes,Colts,"$3,250,000","$4,000,000",2020,CB
Anthony Brown,Cowboys,"$3,250,000","$6,250,000",2020,CB
K'Waun Williams,49ers,"$3,184,375","$2,450,000",2020,CB
Ronald Darby,Commanders,"$3,000,000","$3,500,000",2020,CB
Bashaud Breeland,Chiefs,"$2,764,706","$2,639,706",2020,CB
Mike Hughes,Vikings,"$2,691,132","$1,377,044",2020,CB
A.J. Terrell,Falcons,"$2,601,045","$8,574,180",2020,CB
Damon Arnette,Raiders,"$2,439,735","$7,928,940",2020,CB
Ahkello Witherspoon,49ers,"$2,376,393","$2,133,000",2020,CB
Fabian Moreau,Commanders,"$2,339,348","$2,133,000",2020,CB
Shaquill Griffin,Seahawks,"$2,322,655","$2,133,000",2020,CB
Jourdan Lewis,Cowboys,"$2,321,357","$2,133,000",2020,CB
Kevin King,Packers,"$2,252,998","$1,430,571",2020,CB
Noah Igbinoghene,Dolphins,"$2,046,218","$6,354,872",2020,CB
Justin Bethel,Patriots,"$2,000,000","$2,000,000",2020,CB
Jeff Gladney,Vikings,"$1,998,369","$6,163,476",2020,CB
Darryl Roberts,Lions,"$1,906,250","$1,843,750",2020,CB
Gareon Conley,Texans,"$1,892,409","$1,892,409",2020,CB
Byron Murphy,Cardinals,"$1,815,795","$858,159",2020,CB
Rock Ya-Sin,Colts,"$1,799,194","$854,839",2020,CB
Ryan Smith,Buccaneers,"$1,750,000","$1,750,000",2020,CB
Josh Jackson,Packers,"$1,706,209","$1,048,736",2020,CB
LeShaun Sims,Bengals,"$1,681,250","$1,700,000",2020,CB
Sean Murphy-Bunting,Buccaneers,"$1,676,363","$830,273",2020,CB
Nevin Lawson,Raiders,"$1,675,000","$1,831,250",2020,CB
Trayvon Mullen,Raiders,"$1,649,806","$824,961",2020,CB
Joejuan Williams,Patriots,"$1,506,058","$796,212",2020,CB
Greedy Williams,Browns,"$1,467,881","$788,576",2020,CB
Chidobe Awuzie,Cowboys,"$1,362,957","$1,049,124",2020,CB
Nickell Robey-Coleman,Eagles,"$1,350,000","$1,350,000",2020,CB
Donte Jackson,Panthers,"$1,312,507","$917,502",2020,CB
Vernon Hargreaves,Texans,"$1,309,375","$1,325,000",2020,CB
Isaiah Oliver,Falcons,"$1,264,541","$901,514",2020,CB
Carlton Davis,Buccaneers,"$1,198,122","$879,374",2020,CB
Jaylon Johnson,Bears,"$1,176,141","$2,874,564",2020,CB
Trevon Diggs,Cowboys,"$1,149,256","$2,767,024",2020,CB
Desmond King,Titans,"$1,129,235","$1,129,235",2020,CB
P.J. Williams,Saints,"$1,050,000","$2,007,500",2020,CB
Cameron Sutton,Steelers,"$1,009,032","$825,000",2020,CB
Tony McRae,Lions,"$1,000,000","$1,000,000",2020,CB
Kristian Fulton,Titans,"$969,126","$2,046,504",2020,CB
David Long,Rams,"$921,041","$677,776",2020,CB
Anthony Averett,Ravens,"$915,250","$750,000",2020,CB
Taron Johnson,Bills,"$911,517","$750,000",2020,CB
Duke Dawson,Broncos,"$911,352","$911,352",2020,CB
Cre'Von LeBlanc,Eagles,"$910,000","$910,000",2020,CB
Avonte Maddox,Eagles,"$906,478","$750,000",2020,CB
Justin Layne,Steelers,"$905,545","$675,000",2020,CB
Jamal Agnew,Lions,"$889,594","$825,000",2020,CB
T.J. Carrie,Colts,"$887,500","$1,047,500",2020,CB
Blidi Wreh-Wilson,Falcons,"$887,500","$1,187,500",2020,CB
Jason Verrett,49ers,"$887,500","$1,047,500",2020,CB
Neiko Thorpe,Seahawks,"$887,500","$1,187,500",2020,CB
Artie Burns,Bears,"$887,500","$1,047,500",2020,CB
Johnson Bademosi,Saints,"$887,500","$1,187,500",2020,CB
Phillip Gaines,Texans,"$887,500","$1,047,500",2020,CB
Dre Kirkpatrick,Cardinals,"$887,500","$1,187,500",2020,CB
Antonio Hamilton,Chiefs,"$887,500","$1,047,500",2020,CB
Jamel Dean,Buccaneers,"$886,713","$675,000",2020,CB
"Chauncey Gardner-Johnson, Jr.",Saints,"$871,775","$675,000",2020,CB
Kendall Sheffield,Falcons,"$864,922","$675,000",2020,CB
Michael Ojemudia,Broncos,"$863,890","$1,625,560",2020,CB
Isaiah Johnson,Raiders,"$840,573","$675,000",2020,CB
Ugochukwu Amadi,Seahawks,"$836,298","$675,000",2020,CB
Cameron Dantzler,Vikings,"$833,750","$1,505,000",2020,CB
Rasul Douglas,Panthers,"$825,000","$825,000",2020,CB
Tre Flowers,Seahawks,"$824,681","$750,000",2020,CB
Dane Cruikshank,Titans,"$821,973","$750,000",2020,CB
Siran Neal,Bills,"$821,505","$750,000",2020,CB
Darnay Holmes,Giants,"$807,972","$1,401,888",2020,CB
Darius Phillips,Bengals,"$804,389","$750,000",2020,CB
"Troy Pride, Jr.",Panthers,"$804,371","$1,387,484",2020,CB
Arthur Maulet,Jets,"$772,058","$772,058",2020,CB
Josiah Scott,Jaguars,"$770,984","$1,253,936",2020,CB
Amani Oruwariye,Lions,"$755,834","$675,000",2020,CB
Danny Johnson,Commanders,"$753,334","$750,000",2020,CB
J.C. Jackson,Patriots,"$753,334","$750,000",2020,CB
Brandon Facyson,Chargers,"$753,334","$750,000",2020,CB
